,wavenumber,experimental,CO2 v2a phase I,CO2 v2b phase I,CO2 gas,linear baseline,residue,CO2 gas experimental
813,1383.73,3.03573,0.0,0.0,0.0,-28.164,31.1997,0.0379248
814,1384.7,3.02801,0.0,0.0,0.0,-28.2044,31.2324,0.0396889
815,1385.66,2.97848,0.0,0.0,0.0,-28.2448,31.2233,0.0584336
816,1386.63,2.93012,0.0,0.0,0.0,-28.2852,31.2153,0.111762
817,1387.59,3.00916,0.0,0.0,0.0,-28.3256,31.3347,0.142714
818,1388.56,3.0663,0.0,0.0,0.0,-28.366,31.4323,0.0836935
819,1389.52,2.99737,0.0,0.0,0.0,-28.4064,31.4037,0.0462458
820,1390.48,2.96692,0.0,0.0,0.0,-28.4467,31.4137,0.0450691
821,1391.45,2.96044,0.0,0.0,0.0,-28.4871,31.4476,0.0446426
822,1392.41,2.93816,0.0,0.0,0.0,-28.5275,31.4657,0.0444488
823,1393.38,2.87363,0.0,0.0,0.0,-28.5679,31.4415,0.079085
824,1394.34,2.87876,0.0,0.0,0.0,-28.6083,31.4871,0.161501
825,1395.3,2.98906,0.0,0.0,0.0,-28.6487,31.6377,0.174172
826,1396.27,2.95897,0.0,0.0,0.0,-28.6891,31.6481,0.115943
827,1397.23,2.87995,0.0,0.0,0.0,-28.7295,31.6094,0.0918011
828,1398.2,2.83221,0.0,0.0,0.0,-28.7699,31.6021,0.127114
829,1399.16,2.90196,0.0,0.0,0.0,-28.8103,31.7123,0.162636
830,1400.13,2.94185,0.0,0.0,0.0,-28.8507,31.7925,0.102505
831,1401.09,2.87745,0.0,0.0,0.0,-28.8911,31.7685,0.0484686
832,1402.05,2.85117,0.0,0.0,0.0,-28.9314,31.7826,0.0404773
833,1403.02,2.83159,0.0,0.0,0.0,-28.9719,31.8035,0.0430579
834,1403.98,2.77461,0.0,0.0,0.0,-29.0122,31.7869,0.0768547
835,1404.95,2.8017,0.0,0.0,0.0,-29.0526,31.8543,0.124262
836,1405.91,2.8643,0.0,0.0,0.0,-29.093,31.9573,0.0868124
837,1406.88,2.81494,0.0,0.0,0.0,-29.1334,31.9484,0.0438903
838,1407.84,2.78426,0.0,0.0,0.0,-29.1738,31.9581,0.0387624
839,1408.8,2.75816,0.0,0.0,0.0,-29.2142,31.9723,0.0406602
840,1409.77,2.74902,0.0,0.0,0.0,-29.2546,32.0036,0.0480945
841,1410.73,2.7333,0.0,0.0,0.0,-29.295,32.0283,0.052464
842,1411.7,2.73089,0.0,0.0,0.0,-29.3354,32.0663,0.0583735
843,1412.66,2.72053,0.0,0.0,0.0,-29.3758,32.0963,0.0488887
844,1413.63,2.70728,0.0,0.0,0.0,-29.4162,32.1235,0.0400263
845,1414.59,2.67815,0.0,0.0,0.0,-29.4566,32.1347,0.0430812
846,1415.55,2.65438,0.0,0.0,0.0,-29.4969,32.1513,0.0630471
847,1416.52,2.63043,0.0,0.0,0.0,-29.5374,32.1678,0.0980699
848,1417.48,2.59015,0.0,0.0,0.0,-29.5777,32.1679,0.136704
849,1418.45,2.48709,0.0,0.0,0.0,-29.6181,32.1052,0.199139
850,1419.41,2.70134,0.0,0.0,0.0,-29.6585,32.3599,0.272688
851,1420.38,2.81325,0.0,0.0,0.0,-29.6989,32.5122,0.145197
852,1421.34,2.65195,0.0,0.0,0.0,-29.7393,32.3913,0.0625986
853,1422.3,2.57198,0.0,0.0,0.0,-29.7797,32.3517,0.0573109
854,1423.27,2.54354,0.0,0.0,0.0,-29.8201,32.3636,0.113236
855,1424.23,2.61329,0.0,0.0,0.0,-29.8605,32.4738,0.136208
856,1425.2,2.61368,0.0,0.0,0.0,-29.9009,32.5146,0.0720258
857,1426.16,2.57681,0.0,0.0,0.0,-29.9413,32.5181,0.0430494
858,1427.12,2.56157,0.0,0.0,0.0,-29.9816,32.5432,0.0443109
859,1428.09,2.53756,0.0,0.0,0.0,-30.0221,32.5596,0.055367
860,1429.05,2.48424,0.0,0.0,0.0,-30.0624,32.5467,0.0951368
861,1430.02,2.51935,0.0,0.0,0.0,-30.1028,32.6222,0.135363
862,1430.98,2.56757,0.0,0.0,0.0,-30.1433,32.7108,0.0901012
863,1431.95,2.52242,0.0,0.0,0.0,-30.1836,32.7061,0.0622521
864,1432.91,2.50657,0.0,0.0,0.0,-30.224,32.7306,0.0706646
865,1433.88,2.50192,0.0,0.0,0.0,-30.2644,32.7663,0.0670477
866,1434.84,2.4226,0.0,0.0,0.0,-30.3048,32.7274,0.0759904
867,1435.8,2.21895,0.0,0.0,0.0,-30.3452,32.5642,0.163163
868,1436.77,2.37378,0.0,0.0,0.0,-30.3856,32.7594,0.270924
869,1437.73,2.61604,0.0,0.0,0.0,-30.426,33.042,0.153114
870,1438.7,2.48183,0.0,0.0,0.0,-30.4664,32.9482,0.0653235
871,1439.66,2.40556,0.0,0.0,0.0,-30.5068,32.9123,0.0467277
872,1440.62,2.37669,0.0,0.0,0.0,-30.5472,32.9238,0.0437708
873,1441.59,2.35672,0.0,0.0,0.0,-30.5876,32.9443,0.0433076
874,1442.55,2.33799,0.0,0.0,0.0,-30.628,32.9659,0.0416447
875,1443.52,2.32855,0.0,0.0,0.0,-30.6683,32.9969,0.0419242
876,1444.48,2.30333,0.0,0.0,0.0,-30.7087,33.0121,0.0437231
877,1445.45,2.29085,0.0,0.0,0.0,-30.7491,33.04,0.0486102
878,1446.41,2.22116,0.0,0.0,0.0,-30.7895,33.0107,0.0647944
879,1447.38,2.19476,0.0,0.0,0.0,-30.8299,33.0247,0.12639
880,1448.34,2.29577,0.0,0.0,0.0,-30.8703,33.1661,0.142678
881,1449.3,2.29019,0.0,0.0,0.0,-30.9107,33.2009,0.0743911
882,1450.27,2.23567,0.0,0.0,0.0,-30.9511,33.1868,0.0499589
883,1451.23,2.20179,0.0,0.0,0.0,-30.9915,33.1933,0.0686007
884,1452.2,2.20366,0.0,0.0,0.0,-31.0319,33.2356,0.0882532
885,1453.16,2.21177,0.0,0.0,0.0,-31.0723,33.284,0.0716743
886,1454.12,2.15149,0.0,0.0,0.0,-31.1127,33.2641,0.0917504
887,1455.09,2.07743,0.0,0.0,0.0,-31.153,33.2305,0.169263
888,1456.05,1.88151,0.0,0.0,0.0,-31.1935,33.075,0.280739
889,1457.02,2.13829,0.0,0.0,0.0,-31.2338,33.3721,0.404671
890,1457.98,2.32396,0.0,0.0,0.0,-31.2742,33.5982,0.369216
891,1458.95,2.2563,0.0,0.0,0.0,-31.3146,33.5709,0.266002
892,1459.91,2.23144,0.0,0.0,0.0,-31.355,33.5865,0.137426
893,1460.88,2.18384,0.0,0.0,0.0,-31.3954,33.5793,0.0664908
894,1461.84,2.15101,0.0,0.0,0.0,-31.4358,33.5868,0.0534988
895,1462.8,2.11355,0.0,0.0,0.0,-31.4762,33.5898,0.0578726
896,1463.77,2.03741,0.0,0.0,0.0,-31.5166,33.554,0.106024
897,1464.73,2.10758,0.0,0.0,0.0,-31.557,33.6646,0.202763
898,1465.7,2.23343,0.0,0.0,0.0,-31.5974,33.8308,0.156402
899,1466.66,2.14653,0.0,0.0,0.0,-31.6378,33.7843,0.0736536
900,1467.62,2.11896,0.0,0.0,0.0,-31.6782,33.7971,0.056123
901,1468.59,2.11075,0.0,0.0,0.0,-31.7185,33.8293,0.0522286
902,1469.55,2.0973,0.0,0.0,0.0,-31.759,33.8563,0.0577639
903,1470.52,2.01908,0.0,0.0,0.0,-31.7993,33.8184,0.0942522
904,1471.48,1.92221,0.0,0.0,0.0,-31.8397,33.7619,0.221079
905,1472.45,2.01802,0.0,0.0,0.0,-31.8801,33.8981,0.333588
906,1473.41,2.17641,0.0,0.0,0.0,-31.9205,34.0969,0.285757
907,1474.38,2.19573,0.0,0.0,0.0,-31.9609,34.1566,0.166811
908,1475.34,2.03632,0.0,0.0,0.0,-32.0013,34.0376,0.1462
909,1476.3,2.09072,0.0,0.0,0.0,-32.0417,34.1324,0.197633
910,1477.27,2.15289,0.0,0.0,0.0,-32.0821,34.235,0.119838
911,1478.23,2.07892,0.0,0.0,0.0,-32.1225,34.2014,0.0571175
912,1479.2,2.06272,0.0,0.0,0.0,-32.1629,34.2256,0.0493629
913,1480.16,2.02866,0.0,0.0,0.0,-32.2033,34.2319,0.065072
914,1481.12,2.04654,0.0,0.0,0.0,-32.2437,34.2902,0.096346
915,1482.09,2.06264,0.0,0.0,0.0,-32.284,34.3467,0.0789019
916,1483.05,2.04752,0.0,0.0,0.0,-32.3244,34.3719,0.0520739
917,1484.02,2.03373,0.0,0.0,0.0,-32.3649,34.3986,0.0481201
918,1484.98,2.01496,0.0,0.0,0.0,-32.4052,34.4202,0.0576069
919,1485.95,1.97593,0.0,0.0,0.0,-32.4456,34.4215,0.0953155
920,1486.91,1.97289,0.0,0.0,0.0,-32.486,34.4589,0.17154
921,1487.88,2.0287,0.0,0.0,0.0,-32.5264,34.5551,0.185012
922,1488.84,1.96242,0.0,0.0,0.0,-32.5668,34.5292,0.198312
923,1489.8,1.93506,0.0,0.0,0.0,-32.6072,34.5422,0.29442
924,1490.77,2.04313,0.0,0.0,0.0,-32.6476,34.6907,0.263525
925,1491.73,2.08315,0.0,0.0,0.0,-32.688,34.7711,0.131306
926,1492.7,2.02105,0.0,0.0,0.0,-32.7284,34.7494,0.0659531
927,1493.66,1.97936,0.0,0.0,0.0,-32.7687,34.7481,0.0592389
928,1494.62,1.86512,0.0,0.0,0.0,-32.8092,34.6743,0.0816996
929,1495.59,1.78744,0.0,0.0,0.0,-32.8496,34.637,0.173766
930,1496.55,2.08375,0.0,0.0,0.0,-32.8899,34.9737,0.234193
931,1497.52,2.04223,0.0,0.0,0.0,-32.9304,34.9726,0.170555
932,1498.48,1.91179,0.0,0.0,0.0,-32.9707,34.8825,0.199316
933,1499.45,2.02909,0.0,0.0,0.0,-33.0111,35.0402,0.174163
934,1500.41,1.9808,0.0,0.0,0.0,-33.0515,35.0323,0.0992405
935,1501.38,1.93019,0.0,0.0,0.0,-33.0919,35.0221,0.0961298
936,1502.34,1.9362,0.0,0.0,0.0,-33.1323,35.0685,0.092422
937,1503.3,1.90476,0.0,0.0,0.0,-33.1727,35.0775,0.0819383
938,1504.27,1.7771,0.0,0.0,0.0,-33.2131,34.9902,0.127178
939,1505.23,1.59316,0.0,0.0,0.0,-33.2535,34.8467,0.294818
940,1506.2,1.71394,0.0,0.0,0.0,-33.2939,35.0078,0.580337
941,1507.16,2.01632,0.0,0.0,0.0,-33.3343,35.3506,0.60333
942,1508.12,2.04334,0.0,0.0,0.0,-33.3747,35.418,0.422782
943,1509.09,1.9467,0.0,0.0,0.0,-33.4151,35.3618,0.298249
944,1510.05,1.93934,0.0,0.0,0.0,-33.4554,35.3948,0.206606
945,1511.02,1.87155,0.0,0.0,0.0,-33.4958,35.3674,0.14429
946,1511.98,1.84436,0.0,0.0,0.0,-33.5362,35.3806,0.166276
947,1512.95,1.92075,0.0,0.0,0.0,-33.5766,35.4974,0.143644
948,1513.91,1.85041,0.0,0.0,0.0,-33.617,35.4674,0.105265
949,1514.88,1.79424,0.0,0.0,0.0,-33.6574,35.4517,0.151336
950,1515.84,1.75704,0.0,0.0,0.0,-33.6978,35.4549,0.224914
951,1516.8,1.75525,0.0,0.0,0.0,-33.7382,35.4934,0.349992
952,1517.77,1.90777,0.0,0.0,0.0,-33.7786,35.6863,0.29156
953,1518.73,1.81382,0.0,0.0,0.0,-33.819,35.6328,0.160417
954,1519.7,1.6459,0.0,0.0,0.0,-33.8594,35.5053,0.205505
955,1520.66,1.59499,0.0,0.0,0.0,-33.8998,35.4947,0.385435
956,1521.62,1.88774,0.0,0.0,0.0,-33.9401,35.8279,0.435664
957,1522.59,1.92174,0.0,0.0,0.0,-33.9806,35.9023,0.333987
958,1523.55,1.84041,0.0,0.0,0.0,-34.0209,35.8614,0.205107
959,1524.52,1.69847,0.0,0.0,0.0,-34.0613,35.7598,0.196185
960,1525.48,1.78493,0.0,0.0,0.0,-34.1017,35.8866,0.251238
961,1526.45,1.83012,0.0,0.0,0.0,-34.1421,35.9723,0.203488
962,1527.41,1.73977,0.0,0.0,0.0,-34.1825,35.9223,0.196823
963,1528.37,1.77458,0.0,0.0,0.0,-34.2229,35.9975,0.187345
964,1529.34,1.78347,0.0,0.0,0.0,-34.2633,36.0468,0.117832
965,1530.3,1.71971,0.0,0.0,0.0,-34.3037,36.0234,0.0800532
966,1531.27,1.69236,0.0,0.0,0.0,-34.3441,36.0364,0.11508
967,1532.23,1.59286,0.0,0.0,0.0,-34.3845,35.9773,0.178147
968,1533.2,1.57239,0.0,0.0,0.0,-34.4249,35.9973,0.297551
969,1534.16,1.80993,0.0,0.0,0.0,-34.4653,36.2752,0.282902
970,1535.12,1.771,0.0,0.0,0.0,-34.5056,36.2766,0.148487
971,1536.09,1.69604,0.0,0.0,0.0,-34.5461,36.2421,0.0991331
972,1537.05,1.57132,0.0,0.0,0.0,-34.5864,36.1578,0.111451
973,1538.02,1.40645,0.0,0.0,0.0,-34.6268,36.0333,0.22444
974,1538.98,1.43656,0.0,0.0,0.0,-34.6672,36.1038,0.492753
975,1539.95,1.74469,0.0,0.0,0.0,-34.7076,36.4523,0.584712
976,1540.91,1.74326,0.0,0.0,0.0,-34.748,36.4913,0.424135
977,1541.87,1.68988,0.0,0.0,0.0,-34.7884,36.4783,0.390596
978,1542.84,1.82825,0.0,0.0,0.0,-34.8288,36.657,0.3282
979,1543.8,1.65425,0.0,0.0,0.0,-34.8692,36.5235,0.253981
980,1544.77,1.61686,0.0,0.0,0.0,-34.9096,36.5264,0.266631
981,1545.73,1.81708,0.0,0.0,0.0,-34.95,36.767,0.211518
982,1546.7,1.78184,0.0,0.0,0.0,-34.9904,36.7722,0.10304
983,1547.66,1.68359,0.0,0.0,0.0,-35.0308,36.7144,0.0713908
984,1548.62,1.61878,0.0,0.0,0.0,-35.0712,36.6899,0.100718
985,1549.59,1.6126,0.0,0.0,0.0,-35.1115,36.7241,0.1947
986,1550.55,1.75257,0.0,0.0,0.0,-35.152,36.9045,0.185798
987,1551.52,1.73244,0.0,0.0,0.0,-35.1923,36.9248,0.0995367
988,1552.48,1.61851,0.0,0.0,0.0,-35.2327,36.8512,0.0879049
989,1553.44,1.47949,0.0,0.0,0.0,-35.2731,36.7526,0.158292
990,1554.41,1.67908,0.0,0.0,0.0,-35.3135,36.9926,0.256804
991,1555.37,1.7814,0.0,0.0,0.0,-35.3539,37.1353,0.18672
992,1556.34,1.57694,0.0,0.0,0.0,-35.3943,36.9712,0.170478
993,1557.3,1.27515,0.0,0.0,0.0,-35.4347,36.7098,0.336467
994,1558.27,1.4505,0.0,0.0,0.0,-35.4751,36.9256,0.67329
995,1559.23,1.6495,0.0,0.0,0.0,-35.5155,37.165,0.742484
996,1560.19,1.95055,0.0,0.0,0.0,-35.5559,37.5064,0.50566
997,1561.16,1.9846,0.0,0.0,0.0,-35.5963,37.5809,0.220043
998,1562.12,1.72837,0.0,0.0,0.0,-35.6367,37.365,0.105394
999,1563.09,1.68046,0.0,0.0,0.0,-35.677,37.3575,0.0797557
1000,1564.05,1.62064,0.0,0.0,0.0,-35.7174,37.3381,0.120345
1001,1565.02,1.68274,0.0,0.0,0.0,-35.7578,37.4406,0.162112
1002,1565.98,1.73027,0.0,0.0,0.0,-35.7982,37.5285,0.10505
1003,1566.94,1.6815,0.0,0.0,0.0,-35.8386,37.5201,0.0687105
1004,1567.91,1.60522,0.0,0.0,0.0,-35.879,37.4843,0.10147
1005,1568.87,1.51622,0.0,0.0,0.0,-35.9194,37.4356,0.22978
1006,1569.84,1.68279,0.0,0.0,0.0,-35.9598,37.6426,0.296041
1007,1570.8,1.82626,0.0,0.0,0.0,-36.0002,37.8264,0.15025
1008,1571.77,1.73376,0.0,0.0,0.0,-36.0406,37.7744,0.0755828
1009,1572.73,1.69638,0.0,0.0,0.0,-36.081,37.7774,0.0665056
1010,1573.69,1.6785,0.0,0.0,0.0,-36.1214,37.7999,0.0752767
1011,1574.66,1.58121,0.0,0.0,0.0,-36.1617,37.743,0.119902
1012,1575.62,1.45512,0.0,0.0,0.0,-36.2022,37.6573,0.255845
1013,1576.59,1.8349,0.0,0.0,0.0,-36.2425,38.0774,0.321131
1014,1577.55,1.87014,0.0,0.0,0.0,-36.2829,38.1531,0.172514
1015,1578.52,1.75942,0.0,0.0,0.0,-36.3233,38.0828,0.0875237
1016,1579.48,1.73042,0.0,0.0,0.0,-36.3637,38.0941,0.060387
1017,1580.44,1.74192,0.0,0.0,0.0,-36.4041,38.146,0.0538187
1018,1581.41,1.74783,0.0,0.0,0.0,-36.4445,38.1923,0.0518719
1019,1582.37,1.75637,0.0,0.0,0.0,-36.4849,38.2413,0.0520606
1020,1583.34,1.76247,0.0,0.0,0.0,-36.5253,38.2878,0.0511566
1021,1584.3,1.76688,0.0,0.0,0.0,-36.5657,38.3326,0.049179
1022,1585.27,1.7714,0.0,0.0,0.0,-36.6061,38.3775,0.0481655
1023,1586.23,1.77262,0.0,0.0,0.0,-36.6465,38.4191,0.0482313
1024,1587.19,1.7714,0.0,0.0,0.0,-36.6869,38.4583,0.0481336
1025,1588.16,1.78362,0.0,0.0,0.0,-36.7272,38.5109,0.0489977
1026,1589.12,1.78501,0.0,0.0,0.0,-36.7677,38.5527,0.0552529
1027,1590.09,1.79886,0.0,0.0,0.0,-36.808,38.6069,0.0600307
1028,1591.05,1.79966,0.0,0.0,0.0,-36.8484,38.6481,0.0585563
1029,1592.02,1.80811,0.0,0.0,0.0,-36.8888,38.6969,0.0568093
1030,1592.98,1.80005,0.0,0.0,0.0,-36.9292,38.7293,0.0553234
1031,1593.94,1.80723,0.0,0.0,0.0,-36.9696,38.7768,0.0726085
1032,1594.91,1.82746,0.0,0.0,0.0,-37.01,38.8375,0.0804716
1033,1595.87,1.836,0.0,0.0,0.0,-37.0504,38.8864,0.068884
1034,1596.84,1.84293,0.0,0.0,0.0,-37.0908,38.9337,0.059824
1035,1597.8,1.85103,0.0,0.0,0.0,-37.1312,38.9822,0.0501283
1036,1598.77,1.85743,0.0,0.0,0.0,-37.1716,39.029,0.0479905
1037,1599.73,1.86344,0.0,0.0,0.0,-37.212,39.0754,0.0498039
1038,1600.69,1.8648,0.0,0.0,0.0,-37.2524,39.1172,0.0597634
1039,1601.66,1.87491,0.0,0.0,0.0,-37.2927,39.1677,0.0660738
1040,1602.62,1.87077,0.0,0.0,0.0,-37.3331,39.2039,0.0744299
1041,1603.59,1.89231,0.0,0.0,0.0,-37.3736,39.2659,0.0752861
1042,1604.55,1.8957,0.0,0.0,0.0,-37.4139,39.3096,0.0570156
1043,1605.52,1.89476,0.0,0.0,0.0,-37.4543,39.3491,0.0533
1044,1606.48,1.89094,0.0,0.0,0.0,-37.4947,39.3856,0.0727666
1045,1607.44,1.91219,0.0,0.0,0.0,-37.5351,39.4473,0.0827982
1046,1608.41,1.90889,0.0,0.0,0.0,-37.5755,39.4844,0.0809184
1047,1609.37,1.91669,0.0,0.0,0.0,-37.6159,39.5326,0.100201
1048,1610.34,1.94032,0.0,0.0,0.0,-37.6563,39.5966,0.0807511
1049,1611.3,1.93255,0.0,0.0,0.0,-37.6967,39.6292,0.0559592
1050,1612.27,1.94091,0.0,0.0,0.0,-37.7371,39.678,0.054062
1051,1613.23,1.94655,0.0,0.0,0.0,-37.7774,39.724,0.0571452
1052,1614.19,1.93066,0.0,0.0,0.0,-37.8179,39.7485,0.0668196
1053,1615.16,1.83713,0.0,0.0,0.0,-37.8583,39.6954,0.108857
1054,1616.12,1.70878,0.0,0.0,0.0,-37.8986,39.6074,0.236728
1055,1617.09,2.06348,0.0,0.0,0.0,-37.9391,40.0025,0.296583
1056,1618.05,2.12239,0.0,0.0,0.0,-37.9794,40.1018,0.150325
1057,1619.02,2.00248,0.0,0.0,0.0,-38.0198,40.0223,0.0796571
1058,1619.98,1.97794,0.0,0.0,0.0,-38.0602,40.0381,0.0674399
1059,1620.94,1.96778,0.0,0.0,0.0,-38.1006,40.0684,0.0722279
1060,1621.91,1.93291,0.0,0.0,0.0,-38.141,40.0739,0.107179
1061,1622.87,1.86589,0.0,0.0,0.0,-38.1814,40.0473,0.207026
1062,1623.84,2.03129,0.0,0.0,0.0,-38.2218,40.2531,0.229251
1063,1624.8,2.0862,0.0,0.0,0.0,-38.2622,40.3484,0.117492
1064,1625.77,2.01646,0.0,0.0,0.0,-38.3026,40.319,0.0706637
1065,1626.73,1.93496,0.0,0.0,0.0,-38.343,40.2779,0.098683
1066,1627.69,1.9936,0.0,0.0,0.0,-38.3833,40.3769,0.16743
1067,1628.66,2.06925,0.0,0.0,0.0,-38.4238,40.493,0.129141
1068,1629.62,2.02618,0.0,0.0,0.0,-38.4641,40.4903,0.0679305
1069,1630.59,2.01904,0.0,0.0,0.0,-38.5045,40.5236,0.0556565
1070,1631.55,2.01251,0.0,0.0,0.0,-38.5449,40.5575,0.0566925
1071,1632.52,2.01552,0.0,0.0,0.0,-38.5853,40.6008,0.0628935
1072,1633.48,1.93932,0.0,0.0,0.0,-38.6257,40.565,0.0924035
1073,1634.44,1.69896,0.0,0.0,0.0,-38.6661,40.365,0.214729
1074,1635.41,1.88177,0.0,0.0,0.0,-38.7065,40.5883,0.419999
1075,1636.37,2.23991,0.0,0.0,0.0,-38.7469,40.9868,0.316105
1076,1637.34,2.10941,0.0,0.0,0.0,-38.7873,40.8967,0.230153
1077,1638.3,2.09845,0.0,0.0,0.0,-38.8277,40.9262,0.14908
1078,1639.27,2.06074,0.0,0.0,0.0,-38.8681,40.9288,0.0848993
1079,1640.23,2.03728,0.0,0.0,0.0,-38.9085,40.9457,0.0778321
1080,1641.19,2.02416,0.0,0.0,0.0,-38.9488,40.973,0.0724581
1081,1642.16,2.03161,0.0,0.0,0.0,-38.9893,41.0209,0.0739263
1082,1643.12,2.02311,0.0,0.0,0.0,-39.0296,41.0528,0.072907
1083,1644.09,1.99679,0.0,0.0,0.0,-39.07,41.0668,0.0838685
1084,1645.05,1.79035,0.0,0.0,0.0,-39.1104,40.9008,0.160761
1085,1646.02,1.91612,0.0,0.0,0.0,-39.1508,41.0669,0.317209
1086,1646.98,2.0863,0.0,0.0,0.0,-39.1912,41.2775,0.36654
1087,1647.94,2.08594,0.0,0.0,0.0,-39.2316,41.3175,0.328973
1088,1648.91,2.12455,0.0,0.0,0.0,-39.272,41.3966,0.193399
1089,1649.87,2.03783,0.0,0.0,0.0,-39.3124,41.3502,0.111024
1090,1650.84,1.91515,0.0,0.0,0.0,-39.3528,41.2679,0.131287
1091,1651.8,1.4963,0.0,0.0,0.0,-39.3932,40.8895,0.264134
1092,1652.77,1.69164,0.0,0.0,0.0,-39.4336,41.1252,0.62269
1093,1653.73,2.35279,0.0,0.0,0.0,-39.474,41.8268,0.642513
1094,1654.69,2.27498,0.0,0.0,0.0,-39.5143,41.7893,0.343898
1095,1655.66,2.16903,0.0,0.0,0.0,-39.5547,41.7238,0.15694
1096,1656.62,2.02956,0.0,0.0,0.0,-39.5952,41.6247,0.0913331
1097,1657.59,2.03181,0.0,0.0,0.0,-39.6355,41.6673,0.0720678
1098,1658.55,2.0276,0.0,0.0,0.0,-39.6759,41.7035,0.0609515
1099,1659.52,2.03321,0.0,0.0,0.0,-39.7163,41.7495,0.0585792
1100,1660.48,2.00659,0.0,0.0,0.0,-39.7567,41.7633,0.0702101
1101,1661.44,1.91598,0.0,0.0,0.0,-39.7971,41.7131,0.112369
1102,1662.41,1.91094,0.0,0.0,0.0,-39.8375,41.7484,0.199127
1103,1663.37,2.13132,0.0,0.0,0.0,-39.8779,42.0092,0.18494
1104,1664.34,2.09304,0.0,0.0,0.0,-39.9183,42.0113,0.0903004
1105,1665.3,2.02611,0.0,0.0,0.0,-39.9587,41.9848,0.0610533
1106,1666.27,2.01684,0.0,0.0,0.0,-39.9991,42.0159,0.0593598
1107,1667.23,1.97559,0.0,0.0,0.0,-40.0395,42.0151,0.0872111
1108,1668.19,1.81959,0.0,0.0,0.0,-40.0799,41.8994,0.183636
1109,1669.16,1.91639,0.0,0.0,0.0,-40.1202,42.0366,0.30526
1110,1670.12,2.10642,0.0,0.0,0.0,-40.1607,42.2671,0.235825
1111,1671.09,2.0277,0.0,0.0,0.0,-40.201,42.2287,0.201267
1112,1672.05,2.07642,0.0,0.0,0.0,-40.2414,42.3178,0.168844
1113,1673.02,2.05905,0.0,0.0,0.0,-40.2818,42.3409,0.100318
1114,1673.98,1.85549,0.0,0.0,0.0,-40.3222,42.1777,0.119177
1115,1674.94,1.88695,0.0,0.0,0.0,-40.3626,42.2496,0.252249
1116,1675.91,2.16149,0.0,0.0,0.0,-40.403,42.5645,0.237578
1117,1676.87,2.09678,0.0,0.0,0.0,-40.4434,42.5401,0.108109
1118,1677.84,2.01593,0.0,0.0,0.0,-40.4838,42.4997,0.0699587
1119,1678.8,1.96664,0.0,0.0,0.0,-40.5242,42.4908,0.0869535
1120,1679.77,1.96437,0.0,0.0,0.0,-40.5646,42.5289,0.153441
1121,1680.73,2.03799,0.0,0.0,0.0,-40.605,42.643,0.161547
1122,1681.69,1.94635,0.0,0.0,0.0,-40.6454,42.5917,0.127112
1123,1682.66,1.83746,0.0,0.0,0.0,-40.6857,42.5232,0.216512
1124,1683.62,1.71391,0.0,0.0,0.0,-40.7261,42.44,0.470863
1125,1684.59,1.94555,0.0,0.0,0.0,-40.7665,42.7121,0.565834
1126,1685.55,2.34627,0.0,0.0,0.0,-40.8069,43.1532,0.284738
1127,1686.52,2.16739,0.0,0.0,0.0,-40.8473,43.0147,0.13606
1128,1687.48,1.99562,0.0,0.0,0.0,-40.8877,42.8833,0.11945
1129,1688.44,2.00083,0.0,0.0,0.0,-40.9281,42.9289,0.144979
1130,1689.41,2.00828,0.0,0.0,0.0,-40.9685,42.9768,0.142552
1131,1690.37,2.03475,0.0,0.0,0.0,-41.0089,43.0436,0.130299
1132,1691.34,2.04435,0.0,0.0,0.0,-41.0493,43.0936,0.0856998
1133,1692.3,2.00553,0.0,0.0,0.0,-41.0897,43.0952,0.0663893
1134,1693.27,2.00017,0.0,0.0,0.0,-41.1301,43.1302,0.0746288
1135,1694.23,1.87705,0.0,0.0,0.0,-41.1704,43.0475,0.118784
1136,1695.19,1.67011,0.0,0.0,0.0,-41.2109,42.881,0.261567
1137,1696.16,2.08007,0.0,0.0,0.0,-41.2512,43.3313,0.379595
1138,1697.12,2.18118,0.0,0.0,0.0,-41.2916,43.4728,0.252146
1139,1698.09,1.99101,0.0,0.0,0.0,-41.332,43.3231,0.187297
1140,1699.05,1.57897,0.0,0.0,0.0,-41.3724,42.9514,0.23986
1141,1700.02,1.62011,0.0,0.0,0.0,-41.4128,43.0329,0.516969
1142,1700.98,2.31299,0.0,0.0,0.0,-41.4532,43.7662,0.428267
1143,1701.94,2.17197,0.0,0.0,0.0,-41.4936,43.6656,0.187054
1144,1702.91,1.99448,0.0,0.0,0.0,-41.534,43.5285,0.115389
1145,1703.87,1.89671,0.0,0.0,0.0,-41.5744,43.4711,0.158731
1146,1704.84,1.95622,0.0,0.0,0.0,-41.6148,43.571,0.199748
1147,1705.8,1.92634,0.0,0.0,0.0,-41.6552,43.5815,0.212917
1148,1706.77,1.99566,0.0,0.0,0.0,-41.6956,43.6912,0.206456
1149,1707.73,2.03476,0.0,0.0,0.0,-41.7359,43.7707,0.113145
1150,1708.69,1.94009,0.0,0.0,0.0,-41.7763,43.7164,0.0702991
1151,1709.66,1.9275,0.0,0.0,0.0,-41.8167,43.7443,0.0941641
1152,1710.62,1.95472,0.0,0.0,0.0,-41.8571,43.8119,0.101633
1153,1711.59,1.95407,0.0,0.0,0.0,-41.8975,43.8516,0.0706667
1154,1712.55,1.8915,0.0,0.0,0.0,-41.9379,43.8294,0.0774419
